sample_id,policy_action,policy_label,policy_lane,decision_reason,selection_group,selection_seed,swap_model,tier,identity_delta,original_video_name,in_cropped_bucket,in_frames_bucket,in_teams_pair_complete
visomaster_CSCS_00484,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.053800,trimmed_cropped_cdGbiLuzEVI.mp4,True,True,False
visomaster_CSCS_00485,ignore,,,cscs_excluded,,,CSCS,STRONG,0.308800,trimmed_cropped_ypKwMUWSUt4.mp4,True,True,False
visomaster_CSCS_00486,ignore,,,cscs_excluded,,,CSCS,STRONG,0.562400,trimmed_cropped_aZ1_rzsZexc.mp4,True,True,False
visomaster_CSCS_00487,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.054700,trimmed_cropped_JVo4bFqidu8.mp4,True,True,False
visomaster_CSCS_00488,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.046400,trimmed_cropped_sjkwFp2amkQ.mp4,True,True,False
visomaster_CSCS_00489,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.039800,trimmed_cropped_U92ekiLjLng.mp4,True,True,False
visomaster_CSCS_00490,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.062800,trimmed_cropped_Xzi3fQlORW0.mp4,True,True,False
visomaster_CSCS_00491,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.266800,trimmed_cropped_Y7NXupl_IjY.mp4,True,True,False
visomaster_CSCS_00492,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.064700,trimmed_cropped_fkBGdBc6MFA.mp4,True,True,False
visomaster_CSCS_00493,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.088700,trimmed_cropped_VbkYBPb1AjM.mp4,True,True,False
visomaster_CSCS_00494,ignore,,,cscs_excluded,,,CSCS,STRONG,0.620500,trimmed_cropped_-JjOwqS4HUQ.mp4,True,True,False
visomaster_CSCS_00495,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.150800,trimmed_cropped_jkVRqOQMDZ4.mp4,True,True,False
visomaster_CSCS_00496,ignore,,,cscs_excluded,,,CSCS,STRONG,0.675100,trimmed_cropped_9snXwcW3QrI.mp4,True,True,False
visomaster_CSCS_00497,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.128100,trimmed_cropped_KA7ml7vxbE4.mp4,True,True,False
visomaster_CSCS_00498,ignore,,,cscs_excluded,,,CSCS,STRONG,0.398100,trimmed_cropped_waTJyQKUUOk.mp4,True,True,False
visomaster_CSCS_00499,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.081400,trimmed_cropped_nW95zgM_PcY.mp4,True,True,False
visomaster_CSCS_00500,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.247500,trimmed_cropped_sWJ7RbHAyOY.mp4,True,True,False
visomaster_CSCS_00501,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.154500,trimmed_cropped_3O8T27MMA9Y.mp4,True,True,False
visomaster_CSCS_00502,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.177400,trimmed_cropped_8HNmZRxlyEk.mp4,True,True,False
visomaster_CSCS_00503,ignore,,,cscs_excluded,,,CSCS,STRONG,0.728200,trimmed_cropped_-1muVDMvY4c.mp4,True,True,False
visomaster_CSCS_00504,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.075200,trimmed_cropped_AC80JfVJnGI.mp4,True,True,False
visomaster_CSCS_00505,ignore,,,cscs_excluded,,,CSCS,STRONG,0.412200,trimmed_cropped_ALSOhWi6Oe4.mp4,True,True,False
visomaster_CSCS_00506,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.243900,trimmed_cropped_20g9fscVaqM.mp4,True,True,False
visomaster_CSCS_00507,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.186800,trimmed_cropped_Ypd2Wr_VwsU.mp4,True,True,False
visomaster_CSCS_00508,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.251900,trimmed_cropped_JyfkpH6902c.mp4,True,True,False
visomaster_CSCS_00509,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.237400,trimmed_cropped_qWUNgLLQ6yk.mp4,True,True,False
visomaster_CSCS_00510,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.052900,trimmed_cropped_JR9T7xEAkyg.mp4,True,True,False
visomaster_CSCS_00511,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.062400,trimmed_cropped_-HYSYbHx-zM.mp4,True,True,False
visomaster_CSCS_00512,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.057700,trimmed_cropped_Qt24fyPymVM.mp4,True,True,False
visomaster_CSCS_00513,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.063900,trimmed_cropped_Pl8OlkkwRpc.mp4,True,True,False
visomaster_CSCS_00514,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.131500,trimmed_cropped_CpTJmHyy00s.mp4,True,True,False
visomaster_CSCS_00515,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.058600,trimmed_cropped_xbC-xAsuWCs.mp4,True,True,False
visomaster_CSCS_00516,ignore,,,cscs_excluded,,,CSCS,STRONG,0.819600,trimmed_cropped_w6ne8s62x2o.mp4,True,True,False
visomaster_CSCS_00517,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.116500,trimmed_cropped_HqjtSyXaVno.mp4,True,True,False
visomaster_CSCS_00518,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.281300,trimmed_cropped_mpHSRYRxA5o.mp4,True,True,False
visomaster_CSCS_00519,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.171000,trimmed_cropped_k_CUVqOWaR4.mp4,True,True,False
visomaster_CSCS_00520,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.088000,trimmed_cropped_cxSOhz5x9ws.mp4,True,True,False
visomaster_CSCS_00521,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.082900,trimmed_cropped_-j73m_yQ_hM.mp4,True,True,False
visomaster_CSCS_00522,ignore,,,cscs_excluded,,,CSCS,STRONG,0.394300,trimmed_cropped_dWjpEi1tF3M.mp4,True,True,False
visomaster_CSCS_00523,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.142300,trimmed_cropped_vrmZje5DqTw.mp4,True,True,False
visomaster_CSCS_00524,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.078700,trimmed_cropped_4eXOK3DtX7k.mp4,True,True,False
visomaster_CSCS_00525,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.261000,trimmed_cropped_HUlJ2XFgeoQ.mp4,True,True,False
visomaster_CSCS_00526,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.242900,trimmed_cropped_ng-Z20jam0I.mp4,True,True,False
visomaster_CSCS_00527,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.179300,trimmed_cropped_yMMXqiMNaYI.mp4,True,True,False
visomaster_CSCS_00528,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.137700,trimmed_cropped_8XDRoglubcI.mp4,True,True,False
visomaster_CSCS_00529,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.159200,trimmed_cropped_F8ZTxPoeT4o.mp4,True,True,False
visomaster_CSCS_00530,ignore,,,cscs_excluded,,,CSCS,STRONG,0.733200,trimmed_cropped_0a4dS7OJqz0.mp4,True,True,False
visomaster_CSCS_00531,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.121100,trimmed_cropped_rLiiw0Ufyig.mp4,True,True,False
visomaster_CSCS_00532,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.026300,trimmed_cropped_LB8CAywLWgM.mp4,True,True,False
visomaster_CSCS_00533,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.148000,trimmed_cropped_gzlUujhvDNs.mp4,True,True,False
visomaster_CSCS_00534,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.069300,trimmed_cropped_-wiIK8A2EFk.mp4,True,True,False
visomaster_CSCS_00535,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.062900,trimmed_cropped_xbC-xAsuWCs.mp4,True,True,False
visomaster_CSCS_00536,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.052800,trimmed_cropped_wDhymtOXgpk.mp4,True,True,False
visomaster_CSCS_00537,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.110300,trimmed_cropped_btpUTIM5Fa4.mp4,True,True,False
visomaster_CSCS_00538,ignore,,,cscs_excluded,,,CSCS,STRONG,0.330700,trimmed_cropped_zYSoOi87NJg.mp4,True,True,False
visomaster_CSCS_00539,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.026200,trimmed_cropped_3O8T27MMA9Y.mp4,True,True,False
visomaster_CSCS_00540,ignore,,,cscs_excluded,,,CSCS,STRONG,0.582500,trimmed_cropped_doH_dF6cCVk.mp4,True,True,False
visomaster_CSCS_00541,ignore,,,cscs_excluded,,,CSCS,STRONG,0.445700,trimmed_cropped_p5fzHhQGPIQ.mp4,True,True,False
visomaster_CSCS_00542,ignore,,,cscs_excluded,,,CSCS,STRONG,1.036700,trimmed_cropped_0PT91KUut80.mp4,True,True,False
visomaster_CSCS_00543,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.152300,trimmed_cropped_NoJbCwYO2qM.mp4,True,True,False
visomaster_CSCS_00544,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.079400,trimmed_cropped_TP89twjw-wo.mp4,True,True,False
visomaster_CSCS_00545,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.101100,trimmed_cropped_ZJrc2qSSYqQ.mp4,True,True,False
visomaster_CSCS_00546,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.198700,trimmed_cropped_ZbbN9cC2VcU.mp4,True,True,False
visomaster_CSCS_00547,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.099600,trimmed_cropped_NHlGELZa8EU.mp4,True,True,False
visomaster_CSCS_00548,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.220900,trimmed_cropped_giuGu1AaOlc.mp4,True,True,False
visomaster_CSCS_00549,ignore,,,cscs_excluded,,,CSCS,STRONG,0.364100,trimmed_cropped_DpKQbSHpVvk.mp4,True,True,False
visomaster_CSCS_00550,ignore,,,cscs_excluded,,,CSCS,STRONG,0.420800,trimmed_cropped_u7QkDgtuYf4.mp4,True,True,False
visomaster_CSCS_00551,ignore,,,cscs_excluded,,,CSCS,STRONG,0.333900,trimmed_aaLIYjRHka8.mp4,True,True,False
visomaster_CSCS_00552,ignore,,,cscs_excluded,,,CSCS,STRONG,0.707400,trimmed_cropped_gcKT1viynFE.mp4,True,True,False
visomaster_CSCS_00553,ignore,,,cscs_excluded,,,CSCS,STRONG,0.586000,trimmed_cropped_vuh3kZIlDk8.mp4,True,True,False
visomaster_CSCS_00554,ignore,,,cscs_excluded,,,CSCS,STRONG,0.317500,trimmed_cropped_0pvJumil0-c.mp4,True,True,False
visomaster_CSCS_00555,ignore,,,cscs_excluded,,,CSCS,STRONG,0.479400,trimmed_cropped_eS0P4GM4zdA.mp4,True,True,False
visomaster_CSCS_00556,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.056400,trimmed_cropped_0uxk1VXVMCI.mp4,True,True,False
visomaster_CSCS_00557,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.221400,trimmed_cropped_j3m0yD_ieWo.mp4,True,True,False
visomaster_CSCS_00558,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.063600,trimmed_cropped_7jglFoWqfV4.mp4,True,True,False
visomaster_CSCS_00559,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.226700,trimmed_cropped__E7L7QNLzRM.mp4,True,True,False
visomaster_CSCS_00560,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.079300,trimmed_cropped_vpJxcnDrKvw.mp4,True,True,False
visomaster_CSCS_00561,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.167400,trimmed_cropped_nru8LyIOAVQ.mp4,True,True,False
visomaster_CSCS_00562,ignore,,,cscs_excluded,,,CSCS,STRONG,0.309200,trimmed_cropped_-8ovbcp2b8Q.mp4,True,True,False
visomaster_CSCS_00563,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.091500,trimmed_cropped_5tLMOXihP9k.mp4,True,True,False
visomaster_CSCS_00564,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.236200,trimmed_cropped_4w1gFv01BdM.mp4,True,True,False
visomaster_CSCS_00565,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.096600,trimmed_cropped_ETKp2NrRpx8.mp4,True,True,False
visomaster_CSCS_00566,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.039800,trimmed_cropped_TQyRjs787-I.mp4,True,True,False
visomaster_CSCS_00567,ignore,,,cscs_excluded,,,CSCS,STRONG,0.410800,trimmed_cropped_-wPRt9T-Q_c.mp4,True,True,False
visomaster_CSCS_00568,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.269800,trimmed_cropped_LkjNtyQBQ3Y.mp4,True,True,False
visomaster_CSCS_00569,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.098500,trimmed_cropped_Ak6JTENwtSs.mp4,True,True,False
visomaster_CSCS_00570,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.058300,trimmed_cropped_WgWFKoBB6KE.mp4,True,True,False
visomaster_CSCS_00571,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.057300,trimmed_cropped_cY-ABQ0hmhc.mp4,True,True,False
visomaster_CSCS_00572,ignore,,,cscs_excluded,,,CSCS,STRONG,0.695700,trimmed_cropped_7YSm-0p5TJs.mp4,True,True,False
visomaster_CSCS_00573,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.161400,trimmed_cropped_MKIl4lnUZhg.mp4,True,True,False
visomaster_CSCS_00574,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.160300,trimmed_cropped_DFzN9WOL8zQ.mp4,True,True,False
visomaster_CSCS_00575,ignore,,,cscs_excluded,,,CSCS,STRONG,0.471800,trimmed_cropped_PFJmckWpWB0.mp4,True,True,False
visomaster_CSCS_00576,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.205000,trimmed_cropped_U4XrHw5FZ1g.mp4,True,True,False
visomaster_CSCS_00577,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.066000,trimmed_cropped_WAbRtMCb4I0.mp4,True,True,False
visomaster_CSCS_00578,ignore,,,cscs_excluded,,,CSCS,STRONG,0.378200,trimmed_cropped_JSuIa6e60dE.mp4,True,True,False
visomaster_CSCS_00579,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.090500,trimmed_cropped_pgY6f97VRjM.mp4,True,True,False
visomaster_CSCS_00580,ignore,,,cscs_excluded,,,CSCS,STRONG,0.325800,trimmed_cropped_PA33oZn3Gy4.mp4,True,True,False
visomaster_CSCS_00581,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.134300,trimmed_cropped_ElYNSRzULyg.mp4,True,True,False
visomaster_CSCS_00582,ignore,,,cscs_excluded,,,CSCS,STRONG,0.813400,trimmed_cropped_30xZT_dTaDU.mp4,True,True,False
visomaster_CSCS_00583,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.080700,trimmed_cropped_L7iM4Xe3KLk.mp4,True,True,False
visomaster_CSCS_00584,ignore,,,cscs_excluded,,,CSCS,STRONG,0.506500,trimmed_cropped_VIh6XAIzlEo.mp4,True,True,False
visomaster_CSCS_00585,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.285300,trimmed_cropped_WL6yK5Y52xk.mp4,True,True,False
visomaster_CSCS_00586,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.051400,trimmed_cropped_6geSrlbQr50.mp4,True,True,False
visomaster_CSCS_00587,ignore,,,cscs_excluded,,,CSCS,STRONG,0.357100,trimmed_cropped_A55W84OVqyQ.mp4,True,True,False
visomaster_CSCS_00588,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.091700,trimmed_cropped_U3d1PQKuBFE.mp4,True,True,False
visomaster_CSCS_00589,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.080700,trimmed_cropped_l_jcZZCvtRw.mp4,True,True,False
visomaster_CSCS_00590,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.167600,trimmed_cropped_mhrlfMfvCrU.mp4,True,True,False
visomaster_CSCS_00591,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.143200,trimmed_cropped_iD90rz_sAqg.mp4,True,True,False
visomaster_CSCS_00592,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.080800,trimmed_cropped_s0t0mTy9roc.mp4,True,True,False
visomaster_CSCS_00593,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.277800,trimmed_cropped_R2ZAIzXvFS8.mp4,True,True,False
visomaster_CSCS_00594,ignore,,,cscs_excluded,,,CSCS,STRONG,0.431100,trimmed_8ZWBqyuAxDw.mp4,True,True,False
visomaster_CSCS_00595,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.072300,65oA2iU3qeM.mp4,True,True,False
visomaster_CSCS_00596,ignore,,,cscs_excluded,,,CSCS,STRONG,0.435200,trimmed_cropped_3P2WVtnDPoQ.mp4,True,True,False
visomaster_CSCS_00597,ignore,,,cscs_excluded,,,CSCS,STRONG,0.628200,trimmed_cropped_G9520bs3QOg.mp4,True,True,False
visomaster_CSCS_00598,ignore,,,cscs_excluded,,,CSCS,MODERATE,0.163600,trimmed_cropped_jODe8YNlNNI.mp4,True,True,False
visomaster_CSCS_00599,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.142600,trimmed_cropped_y1DAGGGa9W8.mp4,True,True,False
visomaster_CSCS_00600,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.062600,trimmed_cropped_-iFpxlhWawE.mp4,True,True,False
visomaster_CSCS_00601,ignore,,,cscs_excluded,,,CSCS,MINIMAL,0.068600,trimmed_cropped_B73vyNzizM8.mp4,True,True,False
visomaster_GhostFace-v1_02000,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,STRONG,0.350700,trimmed_cropped_9FyH3PU5A14.mp4,True,True,True
visomaster_GhostFace-v1_02001,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.177700,trimmed_cropped_8_LhNQURCsY.mp4,True,True,True
visomaster_GhostFace-v1_02002,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.246900,trimmed_cropped_55Z6OFlVBAI.mp4,True,True,True
visomaster_GhostFace-v1_02003,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.144400,trimmed_cropped_Y2AmeCHF8Sg.mp4,True,True,True
visomaster_GhostFace-v1_02004,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.165400,07Tqy_2ptn8.mp4,True,True,True
visomaster_GhostFace-v1_02005,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.265800,trimmed_cropped_g8Lp-6yj3G4.mp4,True,True,True
visomaster_GhostFace-v1_02006,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.097900,trimmed_cropped_taTugElSgpI.mp4,True,True,True
visomaster_GhostFace-v1_02007,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.150100,trimmed_cropped_zJrxjkHi2b4.mp4,True,True,True
visomaster_GhostFace-v1_02008,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.221500,trimmed_cropped_6klARcsmh4c.mp4,True,True,True
visomaster_GhostFace-v1_02009,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.112900,trimmed_cropped_RN_k5CNA5_A.mp4,True,True,True
visomaster_GhostFace-v1_02010,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.167500,trimmed_cropped_YyHazZTal0k.mp4,True,True,True
visomaster_GhostFace-v1_02011,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.155500,trimmed_cropped_itvjGf7tnZA.mp4,True,True,True
visomaster_GhostFace-v1_02012,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.097200,trimmed_cropped_VLzi9LeWuPk.mp4,True,True,True
visomaster_GhostFace-v1_02013,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.186700,trimmed_cropped_WVRmG0ljLh8.mp4,True,True,True
visomaster_GhostFace-v1_02014,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.108200,trimmed_cropped_CSG9GIjd9Ig.mp4,True,True,True
visomaster_GhostFace-v1_02015,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.211200,trimmed_cropped_tRwuqom9AJo.mp4,True,True,True
visomaster_GhostFace-v1_02016,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.151000,trimmed_cropped_z4tZpxF7j1E.mp4,True,True,True
visomaster_GhostFace-v1_02017,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.191600,trimmed_cropped_fExAt688_j8.mp4,True,True,True
visomaster_GhostFace-v1_02018,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.144100,trimmed_cropped_l49QKeA6cPk.mp4,True,True,True
visomaster_GhostFace-v1_02019,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.126300,trimmed_cropped_ajiH4baqP1Y.mp4,True,True,True
visomaster_GhostFace-v1_02020,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.155900,trimmed_cropped_tgEXWZzYPf4.mp4,True,True,True
visomaster_GhostFace-v1_02021,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.225300,trimmed_cropped_12bCFjAfpL8.mp4,True,True,True
visomaster_GhostFace-v1_02022,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.163900,trimmed_cropped_R47tX-ql_Is.mp4,True,True,True
visomaster_GhostFace-v1_02023,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.145500,trimmed_cropped_i48gO4_Iw3s.mp4,True,True,True
visomaster_GhostFace-v1_02024,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.240000,trimmed_cropped_xIfL1fj-BnI.mp4,True,True,True
visomaster_GhostFace-v1_02025,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.131000,trimmed_cropped_HcmLORLzAHo.mp4,True,True,True
visomaster_GhostFace-v1_02026,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,STRONG,0.365700,trimmed_cropped_zOxjFwCylOs.mp4,True,True,True
visomaster_GhostFace-v1_02027,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.143700,trimmed_cropped_nze1rb71MoE.mp4,True,True,True
visomaster_GhostFace-v1_02028,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.106900,trimmed_cropped_HQH88jCYeT8.mp4,True,True,True
visomaster_GhostFace-v1_02029,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.172000,trimmed_cropped_qAPIbZH6fjg.mp4,True,True,True
visomaster_GhostFace-v1_02030,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.206800,trimmed_cropped_3anKbTM8-Ag.mp4,True,True,True
visomaster_GhostFace-v1_02031,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MINIMAL,0.099100,trimmed_cropped_-oN-4UQUIoI.mp4,True,True,True
visomaster_GhostFace-v1_02032,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.177100,trimmed_cropped_1LitdoIAJ0k.mp4,True,True,True
visomaster_GhostFace-v1_02033,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,STRONG,0.320300,trimmed_cropped_sSIyjsMrJj0.mp4,True,True,True
visomaster_GhostFace-v1_02034,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,MODERATE,0.165500,trimmed_cropped_C9sYgqRtZGg.mp4,True,True,True
visomaster_GhostFace-v1_02035,keep,visomaster hints (teams),teams_pair_complete,retain_as_weak_signal_after_teams,,,GhostFace-v1,STRONG,0.326200,trimmed_cropped_GFa4iEuFpU4.mp4,True,True,True
visomaster_GhostFace-v1_02036,ignore,,,minimal_tier_excluded,,,GhostFace-v1,MINIMAL,0.123400,trimmed_cropped_cyMHSVlOStg.mp4,True,True,False
visomaster_GhostFace-v1_02037,keep,visomaster hints,baseline_cropped,retain_as_weak_signal_baseline_subset,GhostFace-v1|STRONG,20260417,GhostFace-v1,STRONG,0.304500,trimmed_cropped_qWx-yOjdjus.mp4,True,True,False
visomaster_GhostFace-v1_02038,ignore,,,not_selected_in_deterministic_random_subset,,,GhostFace-v1,MODERATE,0.162200,trimmed_cropped_xkgLCdB2rd0.mp4,True,True,False
visomaster_GhostFace-v1_02039,ignore,,,not_selected_in_deterministic_random_subset,,,GhostFace-v1,MODERATE,0.176200,trimmed_cropped_b2IYNZu6SpY.mp4,True,True,False
visomaster_GhostFace-v1_02040,ignore,,,minimal_tier_excluded,,,GhostFace-v1,MINIMAL,0.116800,trimmed_cropped_nb1Mqg557K4.mp4,True,True,False
visomaster_GhostFace-v1_02041,ignore,,,not_selected_in_deterministic_random_subset,,,GhostFace-v1,MODERATE,0.272400,trimmed_cropped_Mv94GralSJI.mp4,True,True,False
visomaster_GhostFace-v1_02042,keep,visomaster hints,baseline_cropped,retain_as_weak_signal_baseline_subset,GhostFace-v1|STRONG,20260417,GhostFace-v1,STRONG,0.336200,trimmed_cropped_qWx-yOjdjus.mp4,True,True,False
visomaster_GhostFace-v1_02043,keep,visomaster hints,baseline_cropped,retain_as_weak_signal_baseline_subset,GhostFace-v1|MODERATE,20260417,GhostFace-v1,MODERATE,0.217100,trimmed_cropped_ylOx4tKZAHQ.mp4,True,True,False
visomaster_GhostFace-v1_02044,keep,visomaster hints,baseline_cropped,retain_as_weak_signal_baseline_subset,GhostFace-v1|MODERATE,20260417,GhostFace-v1,MODERATE,0.206000,trimmed_cropped_UFt8KAafukI.mp4,True,True,False
visomaster_GhostFace-v1_02045,ignore,,,minimal_tier_excluded,,,GhostFace-v1,MINIMAL,0.138700,trimmed_cropped_n2Jw9AZy8_M.mp4,True,True,False
